movieNm,movieCd,openDt,salesAcc,audiAcc,scrnCnt,showTm,typeNm,nationNm,genreNm,director,actor1,actor2,showTypeGroupNm,showTypeNm,audits,commercial,first_until_weekday_audiAcc,first_until_weekday_salesAcc,1_weeks_audiAcc,1_weeks_salesAcc,2_weeks_audiAcc,2_weeks_salesAcc,3_weeks_audiAcc,3_weeks_salesAcc,4_weeks_audiAcc,4_weeks_salesAcc,5_weeks_audiAcc,5_weeks_salesAcc,6_weeks_audiAcc,6_weeks_salesAcc,7_weeks_audiAcc,7_weeks_salesAcc,8_weeks_audiAcc,8_weeks_salesAcc
"나, 다니엘 블레이크",20161763,2016-12-08,475997400,60390,547,,,,,,,,,,,1,12525.0,101832400.0,19202.0,151046200.0,19202.0,151046200.0,43538.0,347009800.0,60390.0,475997400.0,60390.0,475997400.0,60390.0,475997400.0,60390.0,475997400.0,60390.0,475997400.0
나는 나를 해고하지 않는다,20198053,2021-01-28,118628060,15189,2095,111.0,장편,한국,드라마,이태겸,유다인, 오정세,"2D, 2D","디지털, 디지털 영문자막",12세이상관람가,1,10318.0,81496260.0,12140.0,96468630.0,15189.0,118628060.0,15189.0,118628060.0,15189.0,118628060.0,15189.0,118628060.0,15189.0,118628060.0,15189.0,118628060.0,15189.0,118628060.0
"나는 내일, 어제의 너와 만난다",20176767,2017-10-12,1363591300,179104,3364,110.0,장편,일본,멜로/로맨스,미키 타카히로,후쿠시 소타, 고마츠 나나,2D,디지털,12세이상관람가,1,47874.0,404223900.0,74158.0,601904300.0,136576.0,1099286600.0,165632.0,1281290100.0,165632.0,1281290100.0,165632.0,1281290100.0,165632.0,1281290100.0,165632.0,1281290100.0,165632.0,1281290100.0
나는 부정한다,20164829,2017-04-26,109375025,13966,384,,,,,,,,,,,1,11383.0,90424525.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0,13966.0,109375025.0
나는 여기에 있다,20219473,2023-04-12,121217700,15573,84,81.0,장편,한국,범죄,신근호,조한선, 정진운,2D,디지털,15세이상관람가,0,,,,,,,,,,,6861.0,52439700.0,15573.0,121217700.0,15573.0,121217700.0,15573.0,121217700.0
나랏말싸미,20182490,2019-07-24,7869427823,958513,9254,,,,,,,,,,,0,755446.0,6336361673.0,879768.0,7307326263.0,939567.0,7730590053.0,939567.0,7730590053.0,939567.0,7730590053.0,939567.0,7730590053.0,939567.0,7730590053.0,939567.0,7730590053.0,939567.0,7730590053.0
나를 기억해,20177266,2018-04-19,1182107745,134924,3278,,,,,,,,,,,0,107275.0,960885745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0,134924.0,1182107745.0
나를 만나는 길,20176068,2022-05-12,73268100,7952,46,93.0,장편,영국,다큐멘터리,맥스 퍼그,베네딕트 컴버배치,,2D,디지털,전체관람가,1,,,3601.0,34397300.0,3601.0,34397300.0,7952.0,73268100.0,7952.0,73268100.0,7952.0,73268100.0,7952.0,73268100.0,7952.0,73268100.0,7952.0,73268100.0
나를 미치게 하는 여자,20156166,2015-12-10,15579000,2543,8,,,,,,,,,,,0,,,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0,2543.0,15579000.0
나를 잊지 말아요,20142641,2016-01-07,3384787000,423372,4700,,,,,,,,,,,0,301956.0,2453793400.0,385719.0,3085880900.0,423372.0,3384787000.0,423372.0,3384787000.0,423372.0,3384787000.0,423372.0,3384787000.0,423372.0,3384787000.0,423372.0,3384787000.0,423372.0,3384787000.0
나를 차버린 스파이,20187647,2018-08-22,2217073400,250718,3274,,,,,,,,,,,0,163992.0,1471358900.0,190079.0,1694270000.0,242740.0,2146965700.0,250718.0,2217073400.0,250718.0,2217073400.0,250718.0,2217073400.0,250718.0,2217073400.0,250718.0,2217073400.0,250718.0,2217073400.0
나를 찾아줘,20185161,2019-11-27,5045407420,635208,9086,,,,,,,,,,,0,462596.0,3689095200.0,549297.0,4359825260.0,635208.0,5045407420.0,635208.0,5045407420.0,635208.0,5045407420.0,635208.0,5045407420.0,635208.0,5045407420.0,635208.0,5045407420.0,635208.0,5045407420.0
나미야 잡화점의 기적,20179731,2018-02-28,1312795185,173513,3697,,,,,,,,,,,1,157331.0,1192152185.0,169829.0,1285377685.0,173513.0,1312795185.0,173513.0,1312795185.0,173513.0,1312795185.0,173513.0,1312795185.0,173513.0,1312795185.0,173513.0,1312795185.0,173513.0,1312795185.0
나쁜 녀석들: 더 무비,20188750,2019-09-11,39535153784,4570402,26028,,,,,,,,,,,0,2680930.0,23849081684.0,3015445.0,26556646864.0,4048243.0,35388190234.0,4512799.0,39076269404.0,4561515.0,39483594444.0,4570402.0,39535153784.0,4570402.0,39535153784.0,4570402.0,39535153784.0,4570402.0,39535153784.0
나쁜 녀석들: 포에버,20196670,2020-01-15,4865240640,546121,9532,123.0,장편,미국,액션,아딜 엘 아르비,윌 스미스, 마틴 로렌스,"2D, 4D, IMAX, ScreenX","디지털, 4D, IMAX, ScreenX",청소년관람불가,0,402585.0,3654415170.0,470086.0,4227120680.0,524864.0,4717195200.0,546121.0,4865240640.0,546121.0,4865240640.0,546121.0,4865240640.0,546121.0,4865240640.0,546121.0,4865240640.0,546121.0,4865240640.0
나쁜놈은 죽는다,20156080,2016-02-04,21049000,2801,267,,,,,,,,,,,0,,,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0,2801.0,21049000.0
나우 유 씨 미 2,20150203,2016-07-13,25025180313,3088843,15030,,,,,,,,,,,0,197969.0,1722831300.0,2063171.0,16854669309.0,2864992.0,23304341813.0,3088843.0,25025180313.0,3088843.0,25025180313.0,3088843.0,25025180313.0,3088843.0,25025180313.0,3088843.0,25025180313.0,3088843.0,25025180313.0
나의 그리스식 웨딩 2,20161905,2016-03-30,281744800,37517,2393,,,,,,,,,,,0,29922.0,226457300.0,35137.0,264556700.0,37517.0,281744800.0,37517.0,281744800.0,37517.0,281744800.0,37517.0,281744800.0,37517.0,281744800.0,37517.0,281744800.0,37517.0,281744800.0
나의 붉은고래,20175423,2017-06-15,406257600,52542,2284,,,,,,,,,,,1,45432.0,353957500.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0,52542.0,406257600.0
나의 산티아고,20165130,2016-07-14,431522300,55879,926,,,,,,,,,,,1,14740.0,117083000.0,23080.0,178026600.0,44518.0,340961200.0,55879.0,431522300.0,55879.0,431522300.0,55879.0,431522300.0,55879.0,431522300.0,55879.0,431522300.0,55879.0,431522300.0
나의 소녀시대,20163137,2016-05-12,3407058050,420677,6098,134.0,장편,대만,멜로/로맨스,프랭키 첸,송운화, 왕대륙,2D,디지털,15세이상관람가,1,46544.0,393532800.0,85864.0,695583600.0,227216.0,1838394500.0,328710.0,2688043000.0,384121.0,3158920100.0,395431.0,3226755800.0,395431.0,3226755800.0,395431.0,3226755800.0,395431.0,3226755800.0
나의 엔젤,20172942,2017-10-12,11121000,1569,80,,,,,,,,,,,1,,,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0,1569.0,11121000.0
나의 절친 악당들,20142856,2015-06-25,990198164,125467,2544,,,,,,,,,,,0,96765.0,774257464.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0,125467.0,990198164.0
나의 첫 번째 슈퍼스타,20209463,2020-06-10,436229280,47844,4104,113.0,장편,미국,코미디,니샤 가나트라,다코타 존슨, 트레이스 엘리스 로스,2D,디지털,12세이상관람가,0,32710.0,302560200.0,37715.0,343924620.0,47844.0,436229280.0,47844.0,436229280.0,47844.0,436229280.0,47844.0,436229280.0,47844.0,436229280.0,47844.0,436229280.0,47844.0,436229280.0
나의 청춘은 너의 것,20197397,2020-04-29,649131720,76862,6019,91.0,장편,대만,멜로/로맨스,주동,송운화, 송위룡,2D,디지털,12세이상관람가,1,42256.0,351301540.0,56196.0,471762520.0,74431.0,629342540.0,76862.0,649131720.0,76862.0,649131720.0,76862.0,649131720.0,76862.0,649131720.0,76862.0,649131720.0,76862.0,649131720.0
나의 촛불,20205261,2022-02-10,369618970,36895,2515,87.0,장편,한국,다큐멘터리,김의성,박영수, 손석희,2D,디지털,전체관람가,1,25279.0,259453470.0,29923.0,302051090.0,36895.0,369618970.0,36895.0,369618970.0,36895.0,369618970.0,36895.0,369618970.0,36895.0,369618970.0,36895.0,369618970.0,36895.0,369618970.0
나의 특별한 형제,20185784,2019-05-01,12043776074,1472139,14844,,,,,,,,,,,0,660849.0,5427737250.0,918019.0,7513026360.0,1331746.0,10959886704.0,1444326.0,11854364644.0,1457232.0,11943162924.0,1468565.0,12019744374.0,1472139.0,12043776074.0,1472139.0,12043776074.0,1472139.0,12043776074.0
나의 행복한 결혼,20234104,2023-10-11,22096031,3047,107,113.0,장편,일본,판타지,,메구로 렌, 이마다 미오,2D,디지털,12세이상관람가,0,,,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0,3047.0,22096031.0
나의 히어로 아카데미아 더 무비: 두 명의 히어로,20190270,2019-05-16,36896310,4492,168,,,,,,,,,,,0,,,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0,4492.0,36896310.0
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,20223828,2022-03-09,443592220,45752,3200,104.0,장편,일본,애니메이션,나가사키 켄지,,,2D,디지털,12세이상관람가,0,35643.0,343290720.0,37301.0,359884220.0,45752.0,443592220.0,45752.0,443592220.0,45752.0,443592220.0,45752.0,443592220.0,45752.0,443592220.0,45752.0,443592220.0,45752.0,443592220.0
나이브스 아웃,20198430,2019-12-04,6771166470,798920,14865,130.0,장편,미국,미스터리,라이언 존슨,다니엘 크레이그, 크리스 에반스,2D,디지털,12세이상관람가,0,237227.0,1976228100.0,285941.0,2364132160.0,499440.0,4191683150.0,582791.0,4917909990.0,667411.0,5648860210.0,729581.0,6210510350.0,758506.0,6471174190.0,758506.0,6471174190.0,758506.0,6471174190.0
나이스 걸 라이크 유,20209351,2020-11-18,15013100,1771,146,94.0,장편,미국,코미디,,루시 헤일, 민디 콘,2D,디지털,청소년관람불가,0,,,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0,1771.0,15013100.0
나이트 레이더스,20223402,2022-03-03,6764400,821,72,101.0,장편,뉴질랜드,스릴러,다니스 고렛,엘레 마이아 테일페데스, 브룩클린 르텍시에 하트,2D,디지털,15세이상관람가,1,,,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0,821.0,6764400.0
나이트 스윔,20247962,2024-03-20,133484800,14090,594,98.0,장편,미국,공포(호러),브라이스 맥과이어,와이어트 러셀, 케리 콘든,2D,디지털,12세이상관람가,0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0,14090.0,133484800.0
나이트 크롤러,20145103,2015-02-26,397473900,49393,642,,,,,,,,,,,1,,,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0,49393.0,397473900.0
나이트 헌터,20204162,2020-01-29,42051300,6812,140,98.0,장편,캐나다,액션,,헨리 카빌, 알렉산드라 다드다리오,2D,디지털,15세이상관람가,0,,,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0,6812.0,42051300.0
나이트메어 앨리,20223743,2022-02-23,371082220,37694,4025,150.0,장편,미국,범죄,기예르모 델 토로,브래들리 쿠퍼, 케이트 블란쳇,2D,디지털,15세이상관람가,0,22502.0,220045110.0,27705.0,270347080.0,35490.0,348269250.0,37694.0,371082220.0,37694.0,371082220.0,37694.0,371082220.0,37694.0,371082220.0,37694.0,371082220.0,37694.0,371082220.0
나이팅게일,20202647,2020-12-30,99320420,12181,2099,136.0,장편,호주,스릴러,제니퍼 켄트,샘 클라플린,,2D,디지털,청소년관람불가,1,10620.0,86249740.0,11816.0,96152750.0,12181.0,99320420.0,12181.0,99320420.0,12181.0,99320420.0,12181.0,99320420.0,12181.0,99320420.0,12181.0,99320420.0,12181.0,99320420.0
나일 강의 죽음,20205443,2022-02-09,2204666320,227890,12974,126.0,장편,미국,범죄,케네스 브래너,케네스 브래너, 갤 가돗,"2D, DOLBYCINEMA","디지털, DOLBYCINEMA",12세이상관람가,0,141223.0,1374266150.0,163441.0,1584284770.0,212590.0,2059415010.0,226615.0,2193345520.0,227890.0,2204666320.0,227890.0,2204666320.0,227890.0,2204666320.0,227890.0,2204666320.0,227890.0,2204666320.0
나츠메 우인장: 세상과 연을 맺다,20181879,2018-10-31,323279300,38226,143,,,,,,,,,,,0,,,7962.0,57608000.0,7962.0,57608000.0,38226.0,323279300.0,38226.0,323279300.0,38226.0,323279300.0,38226.0,323279300.0,38226.0,323279300.0,38226.0,323279300.0
나폴레옹,20235098,2023-12-06,2199733317,220345,8978,158.0,장편,미국,전쟁,리들리 스콧,호아킨 피닉스, 바네사 커비,"2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA","15세이상관람가, 15세이상관람가",0,139576.0,1436487978.0,162570.0,1650478470.0,218884.0,2185763718.0,220345.0,2199733317.0,220345.0,2199733317.0,220345.0,2199733317.0,220345.0,2199733317.0,220345.0,2199733317.0,220345.0,2199733317.0
난폭한 기록,20191845,2019-07-11,82289090,12040,25,,,,,,,,,,,1,,,,,10030.0,71820090.0,10030.0,71820090.0,10030.0,71820090.0,10030.0,71820090.0,10030.0,71820090.0,10030.0,71820090.0,10030.0,71820090.0
"날, 보러와요",20152782,2016-04-07,8799872890,1058808,11546,,,,,,,,,,,0,355369.0,2993579423.0,585375.0,4877867623.0,865322.0,7219553830.0,1028543.0,8555012755.0,1058808.0,8799872890.0,1058808.0,8799872890.0,1058808.0,8799872890.0,1058808.0,8799872890.0,1058808.0,8799872890.0
날씨의 아이,20190280,2019-10-30,6006060200,729798,12880,112.0,장편,일본,애니메이션,신카이 마코토,다이고 코타로, 모리 나나,"2D, 2D, 2D, IMAX","디지털, 디지털 더빙, 디지털 4K, IMAX",15세이상관람가,0,337150.0,2734118340.0,383005.0,3105873250.0,539286.0,4459628950.0,625380.0,5162084020.0,642429.0,5305688710.0,642429.0,5305688710.0,642429.0,5305688710.0,642429.0,5305688710.0,642429.0,5305688710.0
남과 여,20145502,2016-02-25,1457341433,179476,2950,,,,,,,,,,,0,123381.0,1010781233.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0,179476.0,1457341433.0
남매의 여름밤,20196773,2020-08-20,116545630,14273,1330,104.0,장편,한국,드라마,윤단비,박현영, 양흥주,"2D, 2D","디지털, 디지털 영문자막",전체관람가,1,8305.0,66785570.0,10566.0,83588570.0,13734.0,111810140.0,14273.0,116545630.0,14273.0,116545630.0,14273.0,116545630.0,14273.0,116545630.0,14273.0,116545630.0,14273.0,116545630.0
남산의 부장들,20180939,2020-01-22,41209709750,4748387,29791,113.0,장편,한국,드라마,우민호,이병헌, 이성민,"2D, 2D","디지털, 디지털 가치봄",15세이상관람가,0,2604649.0,23256827690.0,3413513.0,30300698290.0,4357111.0,37855213410.0,4629913.0,40202669640.0,4741555.0,41151999150.0,4748387.0,41209709750.0,4748387.0,41209709750.0,4748387.0,41209709750.0,4748387.0,41209709750.0
남색대문,20021031,2021-08-18,63233760,7174,382,83.0,장편,대만,드라마,이치엔,계륜미, 진백림,"필름, 2D","필름, 디지털",12세이상관람가,1,6050.0,53441410.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0,7174.0,63233760.0
남은 인생 10년,20231677,2023-05-24,1389190900,129583,2757,124.0,장편,일본,멜로/로맨스,후지이 미치히토,고마츠 나나, 사카구치 켄타로,2D,디지털,12세이상관람가,1,45006.0,480597000.0,63561.0,685253000.0,101304.0,1093297200.0,117163.0,1262773000.0,127327.0,1365391300.0,129583.0,1389190900.0,129583.0,1389190900.0,129583.0,1389190900.0,129583.0,1389190900.0
남한산성,20165450,2017-10-03,31150223892,3838167,19523,,,,,,,,,,,0,2999059.0,24709211192.0,3255874.0,26759271592.0,3644331.0,29713026592.0,3783925.0,30758468692.0,3830106.0,31095695092.0,3838167.0,31150223892.0,3838167.0,31150223892.0,3838167.0,31150223892.0,3838167.0,31150223892.0
낫아웃,20217121,2021-06-03,63110710,7447,1147,107.0,장편,한국,드라마,이정곤,정재광, 정승길,2D,디지털,15세이상관람가,1,5774.0,49415020.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0,7447.0,63110710.0
내 사랑,20174801,2017-07-12,1966108625,264410,3771,,,,,,,,,,,1,85996.0,680767300.0,113274.0,884458200.0,185422.0,1459931200.0,228365.0,1735226825.0,261160.0,1945922125.0,264410.0,1966108625.0,264410.0,1966108625.0,264410.0,1966108625.0,264410.0,1966108625.0
내 심장을 쏴라,20148553,2015-01-28,2819756032,382608,4973,,,,,,,,,,,0,273599.0,2019756032.0,319644.0,2352827532.0,382608.0,2819756032.0,382608.0,2819756032.0,382608.0,2819756032.0,382608.0,2819756032.0,382608.0,2819756032.0,382608.0,2819756032.0,382608.0,2819756032.0
"내 어깨 위 고양이, 밥 2",20202368,2020-12-24,38202910,4317,669,91.0,장편,영국,가족,찰스 마틴 스미스,루크 트레더웨이,,2D,디지털,전체관람가,1,,,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0,4317.0,38202910.0
내 친한 친구의 아침식사,20227784,2022-11-10,23184300,2551,140,119.0,장편,대만,멜로/로맨스,두정철,에릭 추, 이목,2D,디지털,12세이상관람가,0,,,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0,2551.0,23184300.0
내가 죽기 전에 가장 듣고 싶은 말,20176781,2017-07-19,71628700,9446,151,,,,,,,,,,,1,,,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0,9446.0,71628700.0
내가 죽기를 바라는 자들,20217551,2021-05-05,446540680,47909,4011,99.0,장편,미국,범죄,테일러 쉐리던,안젤리나 졸리, 니콜라스 홀트,2D,디지털,15세이상관람가,0,43017.0,403217600.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0,47909.0,446540680.0
내가 죽던 날,20190582,2020-11-12,2141447020,234322,10968,116.0,장편,한국,드라마,박지완,김혜수, 이정은,"2D, 2D","디지털, 디지털 가치봄",12세이상관람가,0,128406.0,1203590170.0,167099.0,1544162820.0,222585.0,2046863520.0,231047.0,2117747510.0,231047.0,2117747510.0,231047.0,2117747510.0,231047.0,2117747510.0,231047.0,2117747510.0,231047.0,2117747510.0
내게 남은 사랑을,20177342,2017-11-02,62678500,8395,152,,,,,,,,,,,1,,,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0,8395.0,62678500.0
내겐 너무 소중한 너,20214763,2021-05-12,187658890,20613,2322,100.0,장편,한국,드라마,이창원,진구, 정서연,"필름, 2D, 2D","가치봄, 디지털, 디지털 가치봄",12세이상관람가,1,17358.0,159998370.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0,20613.0,187658890.0
내부자들,20149314,2015-11-19,56410447757,7048354,34341,,,,,,,,,,,0,18060.0,162671000.0,2263674.0,17834335960.0,4019452.0,32025085137.0,5252720.0,42001630767.0,6192125.0,49555974744.0,6584265.0,52684951357.0,7048354.0,56410447757.0,7048354.0,56410447757.0,7048354.0,56410447757.0
내부자들: 디 오리지널,20150025,2015-12-31,16813629575,2064510,18357,,,,,,,,,,,0,831433.0,6888490724.0,1081288.0,8826970824.0,1664012.0,13592724175.0,1909492.0,15582033575.0,2021988.0,16471495375.0,2064510.0,16813629575.0,2064510.0,16813629575.0,2064510.0,16813629575.0,2064510.0,16813629575.0
내안의 그놈,20176251,2019-01-09,16383495417,1912796,17458,,,,,,,,,,,0,765380.0,6638682476.0,953925.0,8184819556.0,1730930.0,14868488677.0,1900862.0,16297101287.0,1912796.0,16383495417.0,1912796.0,16383495417.0,1912796.0,16383495417.0,1912796.0,16383495417.0,1912796.0,16383495417.0
내일도 우린 사랑하고 있을까,20216321,2021-03-11,11449200,1900,129,99.0,장편,중국,드라마,주남,안젤라 베이비,,2D,디지털,12세이상관람가,1,,,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0,1900.0,11449200.0
