rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date,showTm,prdtYear,prdtStatNm,typeNm,nationNm,genreNm,director,actor,showTypeGroupNm,showTypeNm,audits
5,5,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,23839600,0.9,-3440200,-12.6,5273046600,2363,-340,-12.6,463178,241,409,2024-03-05,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
6,6,1,OLD,20247219,사운드 오브 프리덤,2024-02-21,27051700,1.1,13067100,93.4,520937000,2274,1065,88.1,46700,102,108,2024-03-05,131,2023,개봉,장편,미국,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,2D,디지털,15세이상관람가
7,7,1,OLD,20231415,소풍,2024-02-07,13429500,0.5,3627561,37.0,2921185849,1552,384,32.9,326047,96,111,2024-03-05,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
8,8,-2,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,7935400,0.3,-13067460,-62.2,937011800,930,-1503,-61.8,108326,153,180,2024-03-05,73,2024,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
9,9,0,NEW,20236488,밥 말리: 원 러브,2024-03-13,9810000,0.4,9810000,100.0,9810000,922,922,100.0,922,2,3,2024-03-05,106,2023,개봉,장편,미국,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어, 라샤냐 린치, 제임스 노턴","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
10,10,0,OLD,20234730,추락의 해부,2024-01-31,5838033,0.2,75916,1.3,853902026,630,1,0.2,86968,56,59,2024-03-05,151,2023,개봉,장편,프랑스,드라마,쥐스틴 트리에,"산드라 휠러, 스완 아를로, 밀로 마차도 그라너",2D,디지털,15세이상관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1646470458,62.7,-150662462,-8.4,63426277403,174674,-15866,-8.3,6606381,2021,7646,2024-03-06,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,534434770,20.4,55441524,11.6,10582699576,45582,5109,12.6,951054,990,2658,2024-03-06,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,39,OLD,20236732,가여운 것들,2024-03-06,128182104,4.9,127607804,22219.7,186024709,13536,13480,24071.4,18975,471,838,2024-03-06,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,8,OLD,20234789,패스트 라이브즈,2024-03-06,71103168,2.7,66201968,1350.7,134675834,8376,7826,1422.9,15009,606,1112,2024-03-06,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
5,5,-1,OLD,20236180,웡카,2024-01-31,59841799,2.3,-5508882,-8.4,31923674035,6263,-634,-9.2,3319945,530,881,2024-03-06,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
6,6,-3,OLD,20247074,건국전쟁,2024-02-01,46281334,1.8,-26157339,-36.1,10374574987,5591,-2851,-33.8,1114186,397,520,2024-03-06,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
7,7,-2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,28977400,1.1,5137800,21.6,5302024000,3021,658,27.8,466199,174,268,2024-03-06,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
8,8,0,NEW,19970037,비트,1997-05-03,19639500,0.7,19639500,100.0,29306600,2745,2745,100.0,4306,71,154,2024-03-06,113,1997,개봉,장편,한국,액션,김성수,"정우성, 고소영, 임창정, 유오성, 이기영, 김부선, 권태원","필름, 2D","필름, 디지털",연소자관람불가
9,9,0,NEW,20230614,대결! 애니메이션,2024-03-06,13590263,0.5,13590263,100.0,30566263,2122,2122,100.0,4244,103,170,2024-03-06,128,2022,개봉,장편,일본,드라마,요시노 코헤이,"요시오카 리호, 나카무라 토모야, 오노 마치코, 에모토 타스쿠",2D,디지털,12세이상관람가
10,10,-3,OLD,20231415,소풍,2024-02-07,10707600,0.4,-2721900,-20.3,2931893449,1274,-278,-17.9,327321,87,96,2024-03-06,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1512160342,64.5,-134310116,-8.2,64938437745,160362,-14312,-8.2,6766743,2021,7632,2024-03-07,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,473804695,20.2,-60630075,-11.3,11056504271,39528,-6054,-13.3,990582,991,2611,2024-03-07,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,OLD,20236732,가여운 것들,2024-03-06,75210441,3.2,-52971663,-41.3,261235150,7911,-5625,-41.6,26886,461,802,2024-03-07,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,2,OLD,20247074,건국전쟁,2024-02-01,56546255,2.4,10264921,22.2,10431121242,6592,1001,17.9,1120778,392,495,2024-03-07,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
5,5,-1,OLD,20234789,패스트 라이브즈,2024-03-06,56431629,2.4,-14671539,-20.6,191107463,6546,-1830,-21.8,21555,587,1047,2024-03-07,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
6,6,-1,OLD,20236180,웡카,2024-01-31,58262621,2.5,-1579178,-2.6,31981936656,6189,-74,-1.2,3326134,531,864,2024-03-07,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,17930700,0.8,-11046700,-38.1,5319954700,1816,-1205,-39.9,468015,176,253,2024-03-07,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
8,8,2,OLD,20231415,소풍,2024-02-07,12084400,0.5,1376800,12.9,2943977849,1474,200,15.7,328795,86,96,2024-03-07,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
9,9,-1,OLD,19970037,비트,1997-05-03,8233500,0.4,-11406000,-58.1,37540100,1013,-1732,-63.1,5319,71,144,2024-03-07,113,1997,개봉,장편,한국,액션,김성수,"정우성, 고소영, 임창정, 유오성, 이기영, 김부선, 권태원","필름, 2D","필름, 디지털",연소자관람불가
10,10,9,OLD,20247473,아이엠 티라노,2024-03-01,4723000,0.2,2953000,166.8,316383300,864,601,228.5,38090,52,69,2024-03-07,77,2022,개봉,장편,중국,애니메이션,,,2D,디지털,전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,2370097462,67.4,857937120,56.7,67308535207,243235,82873,51.7,7009978,2098,8267,2024-03-08,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,723638562,20.6,249833867,52.7,11780142833,58612,19084,48.3,1049194,1019,2743,2024-03-08,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,OLD,20236732,가여운 것들,2024-03-06,95791679,2.7,20581238,27.4,357026829,9528,1617,20.4,36414,454,809,2024-03-08,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,2,OLD,20236180,웡카,2024-01-31,93067886,2.6,34805265,59.7,32075004542,9479,3290,53.2,3335613,567,916,2024-03-08,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
5,5,0,OLD,20234789,패스트 라이브즈,2024-03-06,77299309,2.2,20867680,37.0,268406772,8719,2173,33.2,30274,613,1063,2024-03-08,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
6,6,-2,OLD,20247074,건국전쟁,2024-02-01,39811288,1.1,-16734967,-29.6,10470932530,4456,-2136,-32.4,1125234,413,518,2024-03-08,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,24359300,0.7,6428600,35.9,5344314000,2335,519,28.6,470350,184,260,2024-03-08,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
8,8,0,OLD,20231415,소풍,2024-02-07,10510100,0.3,-1574300,-13.0,2954487949,1274,-200,-13.6,330069,94,101,2024-03-08,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
9,9,5,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,8540900,0.2,3532700,70.5,957732500,1044,444,74.0,110827,146,159,2024-03-08,73,2024,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
10,10,3,OLD,20247219,사운드 오브 프리덤,2024-02-21,8306300,0.2,3081900,59.0,542106100,985,296,43.0,49286,68,69,2024-03-08,131,2023,개봉,장편,미국,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,2D,디지털,15세이상관람가
1,1,0,OLD,20234675,파묘,2024-02-22,5539664220,68.1,3169566758,133.7,72848199427,559674,316439,130.1,7569652,2164,9143,2024-03-09,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1493130664,18.4,769492102,106.3,13273273497,126744,68132,116.2,1175938,985,2725,2024-03-09,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,1,OLD,20236180,웡카,2024-01-31,346813972,4.3,253746086,272.6,32421818514,35992,26513,279.7,3371605,640,1072,2024-03-09,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
4,4,5,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,152566960,1.9,144026060,1686.3,1110299460,18142,17098,1637.7,128969,330,551,2024-03-09,73,2024,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
5,5,-2,OLD,20236732,가여운 것들,2024-03-06,159165666,2.0,63373987,66.2,516192495,15556,6028,63.3,51970,418,718,2024-03-09,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
6,6,-1,OLD,20234789,패스트 라이브즈,2024-03-06,123833915,1.5,46534606,60.2,392240687,13727,5008,57.4,44001,599,972,2024-03-09,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
7,7,-1,OLD,20247074,건국전쟁,2024-02-01,76225332,0.9,36414044,91.5,10547157862,8111,3655,82.0,1133345,392,499,2024-03-09,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
8,8,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,52597300,0.6,28238000,115.9,5396911300,4968,2633,112.8,475318,160,238,2024-03-09,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
9,9,18,OLD,20247473,아이엠 티라노,2024-03-01,31531700,0.4,30667700,3549.5,348779000,3548,3446,3378.4,41740,190,277,2024-03-09,77,2022,개봉,장편,중국,애니메이션,,,2D,디지털,전체관람가
10,10,8,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,28344368,0.3,26465268,1408.4,38242768,3112,2881,1247.2,4232,246,272,2024-03-09,87,2020,개봉,장편,호주,애니메이션,리카르드 쿠소,"앵거리 라이스, 샘 닐, 김소희, 김용, 박시윤","2D, 2D","디지털, 디지털 더빙",전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,4657520048,67.2,-882144172,-15.9,77505719475,472287,-87387,-15.6,8041939,2149,8704,2024-03-10,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1249690636,18.0,-243440028,-16.3,14522964133,106758,-19986,-15.8,1282696,1004,2653,2024-03-10,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,0,OLD,20236180,웡카,2024-01-31,336139356,4.9,-10674616,-3.1,32757957870,35270,-722,-2.0,3406875,645,1061,2024-03-10,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
4,4,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,156064550,2.3,3497590,2.3,1266364010,18411,269,1.5,147380,321,539,2024-03-10,73,2024,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
5,5,0,OLD,20236732,가여운 것들,2024-03-06,135833964,2.0,-23331702,-14.7,652026459,13451,-2105,-13.5,65421,410,676,2024-03-10,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,100091129,1.4,-23742786,-19.2,492331816,11096,-2631,-19.2,55097,562,895,2024-03-10,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
7,7,0,OLD,20247074,건국전쟁,2024-02-01,71356085,1.0,-4869247,-6.4,10618513947,7722,-389,-4.8,1141067,382,476,2024-03-10,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
8,8,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,45749400,0.7,-6847900,-13.0,5442660700,4356,-612,-12.3,479674,162,238,2024-03-10,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
9,9,0,OLD,20247473,아이엠 티라노,2024-03-01,32206500,0.5,674800,2.1,380985500,3516,-32,-0.9,45256,189,267,2024-03-10,77,2022,개봉,장편,중국,애니메이션,,,2D,디지털,전체관람가
10,10,0,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,28899039,0.4,554671,2.0,67141807,3181,69,2.2,7413,249,278,2024-03-10,87,2020,개봉,장편,호주,애니메이션,리카르드 쿠소,"앵거리 라이스, 샘 닐, 김소희, 김용, 박시윤","2D, 2D","디지털, 디지털 더빙",전체관람가
1,1,0,OLD,20234675,파묘,2024-02-22,1288637730,67.0,-3368882318,-72.3,78794357205,135262,-337025,-71.4,8177201,1940,7450,2024-03-11,133,2024,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,379600728,19.7,-870089908,-69.6,14902564861,31246,-75512,-70.7,1313942,935,2449,2024-03-11,165,2024,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
3,3,2,OLD,20236732,가여운 것들,2024-03-06,66823863,3.5,-69010101,-50.8,718850322,6890,-6561,-48.8,72311,428,744,2024-03-11,141,2023,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
4,4,2,OLD,20234789,패스트 라이브즈,2024-03-06,49524451,2.6,-50566678,-50.5,541856267,5680,-5416,-48.8,60777,551,945,2024-03-11,105,2023,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
5,5,-2,OLD,20236180,웡카,2024-01-31,44070291,2.3,-292069065,-86.9,32802028161,4535,-30735,-87.1,3411410,505,775,2024-03-11,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
6,6,1,OLD,20247074,건국전쟁,2024-02-01,29881300,1.6,-41474785,-58.1,10648395247,3401,-4321,-56.0,1144468,375,477,2024-03-11,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
